rmsd_l,rmsd_i,fnat,dbsa,dnonb_e,dnonb_water,dcom_distance,dhbnum,quality
0.7174692,0.3095016,0.05,-4.472000000000001,579.587,-1070.2000000000007,0.03699999999999992,-7.0,native
0.6459832,0.2954393,0.06,-6.134,656.597,-1103.0,0.053999999999999826,-8.0,native
0.7627047,0.3776037,0.05,-2.4480000000000004,629.574,-1896.5,0.002000000000000224,-8.0,native
0.7998543,0.4007197,0.05,-4.486000000000001,684.7059999999999,-1525.5,0.07699999999999996,-9.0,native
0.7297861,0.3784244,0.05,-4.920000000000002,643.896,-298.90000000000146,0.04999999999999982,-8.0,native
0.7036171,0.2943619,0.07,-4.335000000000001,640.035,-538.2999999999993,0.02300000000000013,-9.0,native
0.7873107,0.3737350,0.06,-2.5920000000000023,472.50899999999996,54.0,-0.053999999999999826,-6.0,native
0.7119425,0.3459074,0.06,-4.611000000000001,656.973,-606.9000000000015,0.041999999999999815,-10.0,native
0.7691665,0.3905525,0.05,-7.238000000000001,706.768,-371.09999999999854,0.08300000000000018,-9.0,native
0.6833308,0.3428725,0.03,-5.302,626.324,-989.5999999999985,0.02499999999999991,-10.0,native
0.7416864,0.3649975,0.06,-5.679000000000002,733.3589999999999,-823.5999999999985,0.06599999999999984,-10.0,native
0.6555727,0.3405928,0.07,-3.7970000000000006,716.661,-1074.7999999999993,-0.03699999999999992,-10.0,native
0.5651249,0.3145920,0.08,-5.0440000000000005,702.251,-1937.5999999999985,-0.021999999999999797,-10.0,native
0.6173233,0.2930438,0.05,-5.156000000000002,597.037,-1274.2000000000007,0.03699999999999992,-9.0,native
0.7595633,0.3539734,0.05,-6.974000000000002,637.977,-1989.4000000000015,-0.004999999999999893,-9.0,native
0.6960069,0.3305244,0.08,-2.3659999999999997,618.634,-1085.4000000000015,-0.019000000000000128,-9.0,native
0.7864656,0.3908518,0.04,-4.204000000000001,609.3689999999999,-649.7000000000007,-0.03600000000000003,-10.0,native
0.7218221,0.3344598,0.07,-3.0370000000000026,568.086,-735.7999999999993,-0.016000000000000014,-8.0,native
0.7317678,0.3797103,0.06,-1.5120000000000005,577.9,-1048.0,-0.01100000000000012,-7.0,native
0.7882907,0.4057220,0.05,-1.0070000000000014,526.3969999999999,546.0999999999985,-0.03600000000000003,-7.0,native
0.7602895,0.3560292,0.05,-1.463000000000001,533.6579999999999,-80.90000000000146,-0.009999999999999787,-7.0,native
0.8423656,0.3212162,0.06,-6.147,635.467,-1059.7999999999993,0.17200000000000015,-8.0,native
0.8749077,0.3521371,0.11,-3.9220000000000006,359.525,-1602.2000000000007,0.1280000000000001,-4.0,native
0.8217521,0.3212583,0.08,-6.292000000000002,542.373,-1263.2000000000007,0.14000000000000012,-6.0,native
0.9018282,0.4040264,0.08,-4.449000000000002,538.271,-1527.7000000000007,0.15500000000000025,-5.0,native
0.8627103,0.3635203,0.1,-5.605,586.511,-1458.5999999999985,0.15399999999999991,-7.0,native
0.9373850,0.3924452,0.09,-5.722000000000001,598.201,-1659.7999999999993,0.11699999999999999,-8.0,native
0.8628638,0.3354995,0.08,-5.727,608.933,-926.4000000000015,0.12700000000000022,-8.0,native
0.8030394,0.3823354,0.08,-6.146000000000001,659.075,-1651.0999999999985,0.08700000000000019,-9.0,native
0.8154891,0.3728936,0.05,-5.622,623.89,-1595.2999999999993,0.06899999999999995,-9.0,native
0.9664268,0.4258523,0.04,-3.7230000000000025,546.685,-1882.7000000000007,0.10499999999999998,-7.0,native
0.8128234,0.3532160,0.04,-5.397000000000002,558.131,-2115.9000000000015,0.1030000000000002,-7.0,native
0.7277562,0.2965075,0.05,-3.646000000000001,671.884,-2258.7000000000007,0.13100000000000023,-10.0,native
0.7794172,0.3248065,0.08,-3.0020000000000024,335.342,-1939.0999999999985,0.11900000000000022,-5.0,native
0.8702961,0.3558819,0.07,-2.1380000000000017,229.75199999999995,-1111.0,0.11299999999999999,-3.0,native
0.8335299,0.3447654,0.05,-2.5139999999999993,121.55799999999999,-38.79999999999927,0.0990000000000002,-1.0,native
0.9091480,0.3525245,0.07,-1.7240000000000002,232.23799999999994,-1123.0999999999985,0.0990000000000002,-2.0,native
0.9047102,0.3770684,0.1,-3.243000000000002,328.794,-2003.7000000000007,0.1080000000000001,-5.0,native
0.8417301,0.3426463,0.1,-3.3560000000000016,481.42199999999997,-1979.0,0.05900000000000016,-9.0,native
0.7871388,0.3432288,0.09,-3.091000000000001,504.722,-1485.5999999999985,0.1030000000000002,-6.0,native
0.8629148,0.3387675,0.09,-4.560000000000002,564.957,-2227.5999999999985,0.10899999999999999,-8.0,native
0.7911004,0.3391357,0.07,-3.683,512.458,-1690.5,0.11799999999999988,-6.0,native
0.7967727,0.3307809,0.11,0.2469999999999999,-59.02499999999998,-1563.4000000000015,-0.0050000000000003375,0.0,non-native
0.6272706,0.3508151,0.08,-1.1340000000000003,-3.6090000000000373,-1291.7000000000007,0.017999999999999794,-1.0,non-native
0.6921671,0.3695603,0.07,-2.4430000000000014,38.56600000000003,-1207.4000000000015,0.08499999999999996,0.0,non-native
0.6598225,0.3335661,0.11,-2.103999999999999,7.975999999999999,-1888.9000000000015,-0.010000000000000231,2.0,non-native
0.6848953,0.3269968,0.11,-1.3339999999999996,-61.86400000000003,-1329.4000000000015,0.0029999999999996696,0.0,non-native
0.7522374,0.3483514,0.12,-1.777000000000001,-92.50599999999997,-1718.7000000000007,0.02699999999999969,4.0,non-native
0.7201760,0.3563646,0.09,-1.7379999999999995,-32.686000000000035,-1033.4000000000015,-0.025000000000000355,2.0,non-native
0.7212833,0.3500334,0.11,-2.975999999999999,17.960000000000036,-1336.9000000000015,-0.001000000000000334,1.0,non-native
0.7425491,0.3614851,0.09,-1.4579999999999984,-1.3669999999999618,-1317.7999999999993,0.04699999999999971,0.0,non-native
0.6713696,0.3132960,0.08,-1.7270000000000003,134.12599999999998,-1221.5,-0.008000000000000007,-2.0,non-native
0.7265789,0.3230332,0.08,-2.6439999999999984,24.727999999999952,-2347.9000000000015,0.04699999999999971,0.0,non-native
0.7821611,0.3409689,0.08,-2.936,37.53499999999997,-1040.9000000000015,0.0259999999999998,-2.0,non-native
0.7926763,0.3526502,0.1,-1.5500000000000007,55.59400000000005,-1652.7000000000007,0.016000000000000014,1.0,non-native
0.7502081,0.3544442,0.08,-1.786999999999999,166.37099999999998,-1871.7000000000007,0.02699999999999969,-1.0,non-native
0.7239994,0.3406712,0.09,-1.350999999999999,-19.48199999999997,-1379.9000000000015,0.042999999999999705,0.0,non-native
0.8418480,0.3576461,0.08,0.24299999999999855,-12.619000000000028,-1371.5,0.054999999999999716,-1.0,non-native
0.9151912,0.3598769,0.09,2.5139999999999993,-59.774,-1799.1000000000022,0.031999999999999584,-1.0,non-native
0.8710729,0.3589436,0.11,2.4879999999999995,-155.221,-1653.1000000000022,-0.02300000000000013,0.0,non-native
0.8424247,0.3688681,0.08,2.5380000000000003,-216.52099999999996,-992.4000000000015,-0.01100000000000012,1.0,non-native
0.8409257,0.3876632,0.1,2.833000000000002,-267.0609999999999,-1199.2999999999993,0.004999999999999893,4.0,non-native
0.7611044,0.3569771,0.1,2.128,-109.03499999999997,-655.2000000000007,-0.016000000000000014,1.0,non-native
0.5726828,0.2911689,0.09,2.905000000000001,-155.16100000000006,-946.6000000000022,0.03999999999999959,1.0,non-native
0.5807091,0.2958711,0.09,2.939,-268.3209999999999,-991.0,0.01499999999999968,5.0,non-native
0.6156796,0.2741613,0.12,2.0859999999999985,-35.23299999999995,-1905.1000000000022,-0.07400000000000029,2.0,non-native
0.6327221,0.2882281,0.12,2.333000000000002,-209.14100000000008,-1161.5,-0.028000000000000025,2.0,non-native
0.5701062,0.2945428,0.12,1.6600000000000001,-175.3209999999999,-1313.1000000000022,0.004999999999999893,3.0,non-native
0.7133923,0.3238652,0.12,2.0859999999999985,-231.49099999999999,-746.1000000000022,0.041999999999999815,3.0,non-native
0.6206840,0.2809453,0.1,1.2560000000000002,-218.51099999999997,210.39999999999782,-0.0040000000000000036,7.0,non-native
0.5671586,0.2961949,0.15,0.5380000000000003,-159.28099999999995,-673.7000000000007,0.01499999999999968,2.0,non-native
0.5992521,0.2741017,0.08,1.4080000000000013,-295.54099999999994,-1655.4000000000015,0.022999999999999687,5.0,non-native
0.5637338,0.2929278,0.09,0.29299999999999926,-150.33100000000002,-656.7999999999993,0.05899999999999972,0.0,non-native
0.6900496,0.3041398,0.11,-0.5159999999999982,-158.981,-243.90000000000146,0.02499999999999991,1.0,non-native
0.6582602,0.2962725,0.1,-0.36599999999999966,-64.67600000000004,-1319.7999999999993,0.008000000000000007,-1.0,non-native
0.6272223,0.2860631,0.11,-1.4009999999999998,-61.321000000000026,-1498.2000000000007,0.02799999999999958,0.0,non-native
0.6827700,0.3113221,0.11,-2.3739999999999988,-66.351,-1689.6000000000022,0.016000000000000014,-1.0,non-native
0.6590950,0.2948323,0.11,4.370000000000001,-291.6410000000001,-1181.6000000000022,0.023999999999999577,5.0,non-native
0.6396266,0.2908040,0.12,3.429000000000002,-131.69500000000005,-892.0,0.005999999999999783,0.0,non-native
0.7076310,0.3416349,0.08,2.2250000000000014,-218.31099999999992,-857.1000000000022,0.022999999999999687,2.0,non-native
0.6242476,0.3028264,0.12,2.708000000000002,-174.24099999999999,-214.5,-0.03100000000000014,2.0,non-native
0.5920770,0.3215616,0.11,2.9890000000000008,-185.51099999999997,-304.90000000000146,0.01200000000000001,0.0,non-native
0.5967155,0.3077190,0.1,3.123000000000001,-102.33799999999997,182.09999999999854,0.02499999999999991,-2.0,non-native
0.6611063,0.2946589,0.11,2.939,-108.86300000000006,-312.90000000000146,0.01200000000000001,2.0,non-native
1.0879794,0.3708342,0.06,-7.240999999999998,418.931,905.8000000000029,0.15300000000000002,-6.0,native
0.9885771,0.3104711,0.08,-6.277999999999999,252.36,1232.800000000003,0.10099999999999998,-4.0,native
0.9148632,0.3018769,0.07,-5.915999999999999,406.15,-543.6999999999971,0.1459999999999999,-6.0,native
0.9139584,0.3331942,0.06,-7.8039999999999985,549.374,-501.2999999999993,0.20199999999999996,-8.0,native
0.8933955,0.3022876,0.06,-8.604999999999999,608.093,347.0,0.20899999999999963,-8.0,native
0.9966198,0.3383020,0.06,-8.873999999999999,585.7839999999999,379.8000000000029,0.21299999999999963,-8.0,native
0.8361593,0.2845770,0.07,-7.598999999999998,491.361,1342.800000000003,0.14100000000000001,-7.0,native
0.9049991,0.3100530,0.07,-7.0539999999999985,456.34299999999996,757.4000000000015,0.1559999999999997,-8.0,native
1.1502393,0.3572242,0.05,-9.626999999999999,588.0619999999999,-623.0,0.24899999999999967,-8.0,native
0.9093585,0.3099406,0.08,-6.047999999999998,264.115,1245.0,0.14399999999999968,-3.0,native
0.6834138,0.2561664,0.15,-5.593,271.40999999999997,775.0,0.07999999999999963,-2.0,native
0.8634129,0.2691038,0.11,-5.511999999999997,274.68499999999995,674.8000000000029,0.08999999999999986,-3.0,native
0.7639797,0.2969370,0.08,-7.273999999999999,343.961,701.1000000000022,0.1509999999999998,-5.0,native
0.9213808,0.3346469,0.11,-7.172999999999998,273.6859999999999,796.6000000000022,0.1519999999999997,-2.0,native
0.8967974,0.3228993,0.11,-7.056999999999999,330.164,1262.5,0.1809999999999996,-6.0,native
0.8206449,0.2874016,0.11,-6.057999999999998,284.024,466.7000000000007,0.09499999999999975,-3.0,native
0.8530615,0.2943583,0.13,-7.434999999999999,265.668,1501.0,0.133,-4.0,native
0.9118226,0.3213096,0.1,-6.6469999999999985,291.4459999999999,1379.5,0.1479999999999997,-3.0,native
0.8178740,0.3013542,0.12,-7.269999999999998,345.293,729.8000000000029,0.18799999999999972,-4.0,native
0.9002661,0.3111320,0.1,-6.220999999999998,177.64099999999996,199.8000000000029,0.11299999999999999,-3.0,native
0.8469768,0.3144481,0.08,-7.172999999999998,234.211,916.1000000000022,0.14399999999999968,-1.0,native
1.0272579,0.3782408,0.05,1.3420000000000023,226.42399999999998,-669.0,0.028000000000000025,-3.0,native
0.8496234,0.3676265,0.06,6.181000000000001,101.40699999999993,-268.59999999999854,-0.019000000000000128,-1.0,native
